input,category
此虚拟会议室目的是开展学术会议，小组讨论，董事会议，桌椅排列成一个缺了一条边的长方形。,5
围绕主持人成圆圈型分布，这个会议室适合于学术会议展会。,3
这个会议室适合进行小组讨论、小型报告、年会，桌子分散，且有中间焦点。,1
我想开展上课，三大列桌椅，每大列三小列，正前方靠左侧有一个讲台。,2
有好多排白色的椅子，没有桌子，面向前方，都面向前方。,0
椭圆形白色桌，围摆座椅，有立式白板，房间侧墙上悬挂多个尺寸的白板，条形灯光，有白板。,4
这个会议室适合于学术会议展会，围绕主持人每个人的发言都比较直接，围绕主持人成圆圈型分布，两个投影仪一面大落地窗。,3
我想开展班会，六张桌子组成三排，中间有一个过道，每排桌子有8个椅子，最前面有讲台和投影。,2
大型较长的凹形桌，座椅紧密排布，这个会议室适合于大型会议，政治会议。,5
此虚拟会议室目的是开展小组讨论，数个椅子围绕着一个C字形的桌子的外沿均匀分布。,5
有很多桌子很多椅子，桌子排列呈U型，椅子全部分布在桌子的一侧，有投影仪还有画。,5
每张桌子的座位间距离较近，里其他桌子的座位距离较远，多张桌子，每张桌子围绕有多张椅子，会议室的一侧有小讲台，另一侧有数行、数列小储存柜，这个会议室适合于小组会议。,1
我想拿这个会议室进行学术会议、宣讲会、论坛讲座。,2
我想拿这个会议室进行学术会议，投影仪居中且屏幕大。,0
这个会议室适合于股东大会，长桌的两侧各有一排椅子对称分布，长桌首部有屏幕，长桌上有果盘。,4
小会议室，座位容纳6-8人，环绕演讲者，桌子拼成环形结构，座位少，空间集中。,5
有五张长方形桌子，彼此分开，不靠近，每个桌子四周围绕着五个椅子。,1
数排座椅整齐排列为方阵，墙壁由黄白的梯形和三角形拼成。,0
此虚拟会议室目的是开展小组讨论。,3
长桌两侧分布多个座位，前方有个投影，上方有个吊灯，这个会议室用途是适合小组讨论。,4
这个会议室用途是晚会，年会。,1
四排红色椅子，比较紧凑，面对一个方向，都面向前方。,0
我想开展学术会议。,0
这个会议室适合于班会，桌椅呈矩形规则分布，左上角有小屏幕，侧面有采光口。,2
有四排椅子，每排椅子前都由两个长桌拼成桌子，普通的教室布局。,2
这个会议室用途是团建、小组讨论。,5
我想开展小组讨论、学术会议，长方形桌子。,5
这个会议室适合进行小组讨论、低于5人的研讨课、论文答辩。,4
此虚拟会议室目的是开展展会，年会，空间宽敞，桌下空间支持灵活坐姿。,5
这个会议室适合于年会，婚礼，圆桌适合吃席，有个舞台可以给观众看节目，几十张圆桌均匀分布，每张桌子上10个座位，有一个主舞台。,1
此虚拟会议室目的是开展比较正式的会议，工作会议，学术会议。,5
一张大长桌两侧分布了多把椅子，长桌一头有一把椅子，窗户集中在会议室一侧。,4
这个会议室适合进行讨论课、小组讨论、团建。,3
长方形桌子，周围围着椅子，窗户。,4
四排桌子，每个桌子有4个椅子，会议室前方有投影和讲台。,2
我想拿这个会议室进行小组讨论。,3
此虚拟会议室目的是开展交流型学术会议，年级破冰，团建游戏，演讲，围绕一张小桌子，几十张椅子围绕中心点向四周呈射线式分散。,3
凹形桌，整体较宽较长，桌面下空间大，座椅围摆在外侧，有投影，几面落地镜。,5
只有椅子放射状布局，我想开展讲坛。,3
这个会议室用途是讨论，中间一个leader，周围的开会人员面对中心均匀分布，投影一般在中心人员的背后。,3
这个会议室适合进行展会、小型讲座，都面向前方，四排红色椅子，比较紧凑，面对一个方向，最前面有一个桌子。,0
两侧长桌对应了多把椅子，长桌中间有一短桌对应了四把椅子，每扇落地窗边各有一个沙发椅，这个会议室用途是年会，商务会议。,5
我想拿这个会议室进行年会、晚会、讲座，好多排椅子，没有桌子，都面向前方，排列整齐。,0
我想拿这个会议室进行年会，晚会，有舞台，更适合调动晚会氛围，提供表演环境；圆形桌椅摆放适合晚会布局需求，方便交谈，若干圆桌，每张桌子配椅子环绕摆放。,1
我想开展讨论会、公司决策会，排布很正式，能看到最前面的投影，几张桌子拼成u的形状，即三面有桌椅，一面没有桌椅，每个桌子前都有椅子，最前面有投影。,5
这个会议室适合于小组讨论，开放式交流，座椅少，房间小巧。,4
房间内放置多张大方桌，每张桌子四侧各放置三张椅子，房间一侧有投影幕布，房间天花板上有大型灯，这个会议室适合于年会，晚会。,1
这个会议室用途是商业会议，空间富裕，桌子大，一张大桌子，座位分列两侧。,4
数排长条形状的桌子，每排有数个椅子，地板呈阶梯状，桌子越靠后越高，前排桌子不会遮挡后排。,2
大会议桌，长方形会议桌，周围环绕办公椅，我想拿这个会议室进行学术会议，公司会议。,4
一圈蓝椅子随意地围成一圈，椅子都面向中间。,3
较长的矩形桌，座椅围绕摆放，设备先进，座椅高档，环境明亮。,4
分组布局，每组可以方便交流，四张椅子围绕着一张小桌子，一共有多组这样的桌椅组合布满整个房间，这个会议室适合于小组讨论。,1
我想拿这个会议室进行年会，晚会，几张按列和排分布的圆形桌子，有红色座椅围绕每张桌子摆放，方向都向正前方。,1
会议室中心有一圆桌，周围六张椅子围绕该桌子，其他桌子环绕着这一桌椅组合摆放，此虚拟会议室目的是开展小组讨论、展会。,3
一共有八列六排，两列为一组，中轴线对称摆放，中间一块黑板，左右各两扇窗户，正中间上方是一个投影，有黑板，有投影，桌椅多。,2
十多排椅子，每排20把，在会议室前方有一个讲台。,0
这个会议室适合进行讨论、沙龙，都面向中间，彼此可以看到互相的表情，外圈有十几张白椅子，围成一个圈，内圈有七、八张椅子，都面向中间，内外圈共有两圈。,3
我想开展晚会，学术会议，年会，大会堂，大会堂，阶梯，多排桌子，阶梯状窗户，投影仪，灯带。,2
很多排椅子，没有桌子，此虚拟会议室目的是开展看电影、看表演。,0
我想开展小组讨论，中心人数少。,3
这个会议室用途是小组讨论，学术会议，小组讨论，。,5
桌子比较小，配置的椅子也比较少，比较整齐分布在室内，桌椅都比较高端，空间比较大。,1
宽大的桌子，5个座位环绕布局，前方有投影。,5
圆桌，多个圆桌，周围摆放着朝着同一方向的若干把椅子，有窗户，地毯，此虚拟会议室目的是开展年会、晚会。,1
这个会议室适合进行学术会议，桌子排放成方形，周围排列着椅子。,5
这个会议室适合进行小组讨论，座椅拜访很随意，没有桌子，很紧凑，促进大家的交流，五张椅子围成一圈，没有桌子，旁边有宽敞的窗户。,3
椅子较多。,0
我想开展讨论会，两圈椅子面向中间，最中间的椅子更加紧密。,3
这个会议室适合进行展会、晚会、学术会议、课堂，空间大，座位多。,2
这个会议室适合进行教室、上课，桌椅都是单独的放置，非常整齐规律的放在室内，像中学教室，有黑板，讲台。,2
桌子较多，若干张梯形课桌拼成六边形，每个边有一把椅子，大房间内有多个六边形，两个电视，没有窗户，办公椅，我想开展小组讨论，课堂。,1
布局集中，有是视线集中点，每个人对等，一张大桌子，很多张椅子，椅子围在桌子周围，有小黑板，我想拿这个会议室进行小组讨论，学术会议。,4
几张桌子拼成u的形状，即三面有桌椅，一面没有桌椅，每个桌子前都有椅子，最前面有投影，排布很正式，能看到最前面的投影。,5
这个会议室适合于大型课堂教学，讲座，学术报告，阶梯式，座椅多。,2
这个会议室适合于电影观赏会，电影试映会。,0
这个会议室适合于学术会议展会，围绕主持人每个人的发言都比较直接。,3
这个会议室适合进行学术会议。,5
这个会议室用途是晚会。,0
做得很近，而且互相面对，可以看到每个人的表情，一张长方形的桌子，四面都有椅子，竖着摆放，我想开展公司会议、决策性会议、讨论。,4
桌子只有一张，椅子只有4个，围绕在桌子的一端，桌子另一端面对放映机，桌上有电脑、有投影仪，房间有其他装置。,4
有四张桌子，彼此分开，每个桌子有六张椅子，椅子两两面对，几个桌子彼此分开。,1
几张按列和排分布的圆形桌子，有红色座椅围绕每张桌子摆放，方向都向正前方，我想拿这个会议室进行年会，晚会。,1
这个会议室适合进行学术会议，课程会议，若干张长桌，每张长桌两侧有对称分布的办公椅，长桌之间有过道，投影，绿植，白板。,1
我想开展小组讨论、学术会议。,5
桌椅阶梯式分布，这个会议室适合进行学术会议，学术授课。,2
这个会议室适合于年会，婚礼。,1
外圈有十几张白椅子，围成一个圈，内圈有七、八张椅子，都面向中间，内外圈共有两圈，都面向中间，彼此可以看到互相的表情。,3
若干张梯形课桌拼成六边形，每个边有一把椅子，大房间内有多个六边形，两个电视，没有窗户，办公椅，我想开展小组讨论，课堂。,1
我想开展学术会议、企业商业会议，长桌式密集分布，一张大长桌两侧分布了多把椅子，长桌一头有一把椅子，窗户集中在会议室一侧。,4
我想拿这个会议室进行课堂讨论，各椅子离其他椅子，讲台距离近，无桌子，相同数量的椅子分布在会议室两侧，方向相对。,3
没有桌子，有很多排椅子，我想开展学术会议。,0
我想拿这个会议室进行讨论会、学术会议。,1
大型较长的凹形桌，座椅紧密排布，有投影，灯光辉煌明亮，中间一盆绿植。,5
这个会议室适合于小组讨论，小会议桌。,4
多层弧形桌子，每张弧形桌子有多个椅子，此虚拟会议室目的是开展学术会议。,2
两大列座位分布在道路两侧，每大列座位由数列、数行座位组成，天花板上有投影仪，我想开展年会。,0
椅子围绕桌子，有多张桌子分布在会议室内，没有窗户，光比较明亮，我想开展小组会议。,1
这个会议室用途是适合学术会议和部门会议，三边U形布局的长桌，长桌的外侧有多把椅子。,5
桌子三面围绕，中间两把椅子，两边分别四把椅子，一面临窗，中间一台投影仪，这个会议室用途是小组讨论，汇报。,5
这个会议室适合进行小组讨论、研讨会、组会。,4
一张圆桌周围有五张椅子，我想拿这个会议室进行小组讨论。,4
我想拿这个会议室进行学术会议，公司会议，长方形会议桌，周围环绕办公椅。,4
我想拿这个会议室进行讲座、宣讲会，都面向前方，排列紧密，有许多排红色椅子，有靠背，面向前方，中间有一个过道，最前面有一个长桌子和7张椅子。,0
没有桌子，有很多排椅子，有一扇门。,0
电视适合进行在线的视频会议，一张桌子，五把办公椅，我想开展小组讨论和视频会议。,4
此虚拟会议室目的是开展小组讨论，桌子和椅子成组，每六个桌子成一组，围成一个六边形，房间内多组桌子错落排放，每组桌子的一条边上放置一张椅子。,1
此虚拟会议室目的是开展学术会议。,1
我想拿这个会议室进行访谈，开放式讨论，围绕房间中心拜访了多张椅子，没有桌子。,3
这个会议室用途是小组讨论，桌椅分组，会议室中间有一张圆桌，它的东南西北四个方向各有一排桌椅，这一排桌椅是由三个桌椅拼在一起的。,3
椅子摆放在左右两边，中间是过道，两边各有7列12排，会议室前方有演讲台和投影。,0
这个会议室用途是小组讨论，汇报，围绕着中心，更适合看人汇报，距离比直排桌近，更适合讨论。,5
U型桌，镜子。,5
有一张长方形桌子，桌子较长的两侧放置5张椅子，房间一侧有飘窗，桌子上方的天花板有挂灯，此虚拟会议室目的是开展小组讨论。,4
许多个桌子拼成U的形状，三面桌子前有椅子，桌子上有白纸和水，最前面有投影，这个会议室用途是学术会议。,5
这个会议室适合进行公司会议，桌椅排布很正式，u型。,5
每个人既可以看到彼此的面部，也可以看到白板的内容，在能认真听讲话人讲话的同时，还能够面对彼此，一定程度上促进交流，好几张桌子呈U型拼接在一起，即一个长方形但一个宽边没有桌子，椅子围着桌子外围摆放，一共有三侧椅子，此虚拟会议室目的是开展比较正式的会议，工作会议，学术会议。,5
很紧密，彼此能看到对方表情，两圈椅子面向中间，最中间的椅子更加紧密，我想开展讨论会。,3
两圈椅子面向中间，最中间的椅子更加紧密，我想开展讨论会。,3
我想开展学术会议，办公会议，校园展览，宽敞，明亮，有投影，凹形桌，外围环绕摆放椅子。,5
这个会议室适合进行小组讨论。,1
一张长方形大会议桌，周围围绕若办把皮质椅子，落地窗，有书架，吊灯，地毯，笔记本电脑，皮质椅子，一张桌子。,4
左上方的讲台有一张桌子，前方和右方有直角的桌子，桌子旁边有多把椅子。,5
这个会议室适合进行小组讨论。,1
此虚拟会议室目的是开展影视展览会议。,0
这个会议室用途是小组讨论、组会、教学类的会议，分散性、私密性、隔离性，布局由好几个桌椅围成的小圈组成，每个小圈由6张桌椅组成。,1
这个会议室适合进行学术会议，展会，视线比较集中在中央，无桌子，有椅子，椅子为折叠的沙发椅，围成大的半圆形，整体颜色为蓝色，有讲台。,0
按行排列桌椅，一张桌子配一张椅子，有投影，广播，贴有标语，此虚拟会议室目的是开展学术会议。,2
我想开展班会，遍布整个会议室，两个大窗户。,3
没有桌子，椅子排成一圈，有多圈，简易椅子，大房间，这个会议室适合于展会，宣讲。,3
多排阶梯上排列联排教室椅。,0
我想开展课堂教学，讲座，紧密排布，讲台适合知识输出，大学教室布局，紧密排布，中间一行八个座椅，两侧一行四个座椅，从前到后座位高度依次变高，讲台，窗户窗帘拉开，天花板吊灯。,2
我想开展小组讨论，单张圆桌方便交流讨论。,4
这个会议室适合进行学术会议。,4
没有桌子，所有人坐在椅子上围绕程圆圈，有窗户、阳光，这个会议室适合于头脑风暴、经验分享。,3
这个会议室适合于学术会议，年会，桌椅数量大。,2
好几组环形布局的桌椅，每组6个座位，有两台电视，这个会议室适合于小组讨论。,1
这个会议室适合于研讨会，学术会议，晚会等。,2
十多排椅子，每排20把，我想开展年会和晚会等大型会议。,0
此虚拟会议室目的是开展影视展览会议，椅子面朝的方向有一面投影幕布，房间无窗。,0
我想开展学术会议。,5
我想拿这个会议室进行小组讨论。,5
我想拿这个会议室进行上课。,2
我想拿这个会议室进行年会，椅子很多。,0
这个会议室适合进行上课、小组讨论。,1
三个椅子分布在桌子的周围，我想开展学术会议。,4
一张长方形大会议桌，周围围绕若办把皮质椅子，落地窗，有书架，吊灯，地毯，笔记本电脑。,4
我想开展采访会议，学术会议，圆心处另外放置了5个椅子。,3
此虚拟会议室目的是开展电影院，有很多排椅子，没有桌子。,0
中心人数少，宽松环绕，我想开展小组讨论。,3
有两圈橙色的椅子，都面向一个中心点，没有桌子，都面向中心点，容易观察到每一个人的表情。,3
此虚拟会议室目的是开展学术会议，小组讨论，图片正前方有屏幕，屏幕正对着演讲桌，两边桌子前都有笔记本，从窗口可以看到外面的天空天空哦哦刚。,5
这个会议室用途是学术会议。,3
几十张圆桌均匀分布，每张桌子上10个座位，有一个主舞台，圆桌适合吃席，有个舞台可以给观众看节目。,1
这个会议室适合于小组讨论。,1
此虚拟会议室目的是开展年会、项目展示，座椅视线焦点集中、突出重点。,5
所有椅子朝向主席台，十多排椅子，每排20把，我想开展年会和晚会等大型会议。,0
有两圈橙色的椅子，都面向一个中心点，最前面有投影仪。,3
这个会议室用途是小组讨论，小会议室，座位容纳6-8人，环绕演讲者，桌子拼成环形结构，有一个投影幕布。,5
此虚拟会议室目的是开展展会，讲座，大型课堂，多排，紧凑，大屏幕。,2
此虚拟会议室目的是开展班会。,2
十几张长方形桌子彼此分开，每个桌子围绕着一圈椅子，最前面有讲台和白板。,1
此虚拟会议室目的是开展学术会议、展览报告、宣讲会、讲座，座椅较多且面向前台，前方空间较大，可供人活动和讲演。,0
每个房间只有一张圆形桌子，配若干休闲靠背座椅，环境私密，适合小组开会；圆形桌方便讨论交流。,4
这个会议室适合进行学术会议，小组讨论。,5
这个会议室适合于大型会议，政治会议。,5
讲台桌位于会议室前方，桌子竖向面向讲台桌，椅子呈U字形环绕桌子。,4
一张桌子，有五个椅子，桌子最前面靠墙，最前面有屏幕，我想开展讨论会。,4
有四张桌子，彼此分开，每个桌子有六张椅子，椅子两两面对，有时钟和投影仪。,1
中间有一个大桌子，椅子分布在桌子的周围，有电视，柜子。,4
这个会议室适合于学术会议展会，围绕主持人成圆圈型分布。,3
若干张梯形课桌拼成六边形，每个边有一把椅子，大房间内有多个六边形，两个电视，没有窗户，办公椅。,1
这个会议室适合于各种会议，桌子放置为一个凹型，椅子放在桌子旁边，面对投影幕布，有多媒体投影仪，每张桌上有矿泉水、桌上有绿植。,5
数个椅子围绕着一个C字形的桌子的外沿均匀分布。,5
这个会议室适合于展会。,0
我想开展讨论会，很紧密，彼此能看到对方表情。,3
我想开展讨论会、公司决策会，几张桌子拼成u的形状，即三面有桌椅，一面没有桌椅，每个桌子前都有椅子，最前面有投影。,5
这个会议室适合进行小组讨论。,1
这个会议室适合于小组讨论，工作讨论，有白板，椭圆形白色桌，围摆座椅，有立式白板，房间侧墙上悬挂多个尺寸的白板，条形灯光。,4
这个会议室用途是晚会，阶梯式，不分组，桌椅分布在阶梯会议室内的中间走廊两侧，最后一排没有走廊，阶梯式会议室，窗户均在会议室的同一侧。,0
我想开展讲坛，只有椅子放射状布局。,3
这个会议室适合于小组会议，多张桌子，每张桌子围绕有多张椅子，会议室的一侧有小讲台，另一侧有数行、数列小储存柜。,1
我想开展展会、晚会，大会堂，大会堂，类似剧院和电影院，没有桌子，多排椅子。,0
分开的桌子适合小组讨论，四排桌子，每个桌子有4个椅子，此虚拟会议室目的是开展小组讨论。,2
此虚拟会议室目的是开展学术会议，小组讨论。,5
成组分散，座椅围坐。,1
此虚拟会议室目的是开展年会、晚会。,1
大型较长的凹形桌，座椅紧密排布，有投影，灯光辉煌明亮，中间一盆绿植，座椅多，桌子长。,5
以教室中轴线为分界线，两边对称，每一边由内向外呈扇形分布，正常教室布局结构，面积适合，座位有限，面对面互动性强。,3
没有桌子，都面向中心点，容易观察到每一个人的表情，有两圈橙色的椅子，都面向一个中心点，最前面有投影仪，这个会议室用途是讨论、沙龙。,3
没有桌子，椅子排成一圈，有多圈，简易椅子，大房间，没有桌子。,3
桌椅都是单独的放置，非常整齐规律的放在室内，像中学教室，有黑板，讲台。,2
单张圆桌方便交流讨论，单张桌子环绕若干张椅子，显示屏，挂画，收纳柜，绿植，我想开展小组讨论。,4
这个会议室用途是课程教学，桌椅密集。,2
没有桌子，有多排椅子按照一定的间隔平行放置，一排上有很多椅子，所有椅子面朝讲台。,0
数排长条形状的桌子，每排有数个椅子，地板呈阶梯状，桌子越靠后越高。,2
我想拿这个会议室进行年会，晚会。,0
桌椅呈弧形阶梯布局，空间较大，类似大学教室的结构，射灯，有二楼空间，空间大，座位多。,2
单张桌子环绕若干张椅子，显示屏，挂画，收纳柜，绿植，我想开展小组讨论。,4
宽大的桌子，5个座位环绕布局，环绕布局。,5
每四张矩形桌子拼成一个更大的矩形，桌子左侧有讲台和投影仪，这个会议室适合于学术会议。,1
圆心处另外放置了5个椅子，没有桌子，椅子分成若干层放置，每一层都排列成一个环，多层椅子形成多个同心圆，圆心处另外放置了5个椅子，我想开展采访会议，学术会议。,3
此虚拟会议室目的是开展上课，讲座，有黑板，有投影，桌椅多，一共有八列六排，两列为一组，中轴线对称摆放。,2
一共两大列，8小列，每大列4小列共5排椅子，正前方有一张讲桌。,0
这个会议室用途是小组讨论，学术会议，有一个讲台，以及一排连着的桌子和椅子，有一个白板。,5
较为简单的桌椅摆置，梯形桌子围成了一个圈，周围摆上办公椅子，这个会议室适合进行小组讨论。,1
这个会议室适合进行讨论、沙龙，外圈有十几张白椅子，围成一个圈，内圈有七、八张椅子，都面向中间，内外圈共有两圈。,3
这个会议室适合进行小组讨论，学术会议，课桌椅，中型会议室，多排课桌椅，中间有走道，投影仪，落地窗，地板。,2
u型会议室，由很多张桌子拼成一个大型u型会议桌，会议桌三边围绕着许多椅子，最前面有投影，右边有一整面落地窗，我想拿这个会议室进行公司会议、组会。,5
我想开展学术会议、企业商业会议，长桌式密集分布。,4
桌椅排列成一个缺了一条边的长方形，此虚拟会议室目的是开展学术会议，小组讨论，董事会议。,5
我想拿这个会议室进行讲座、宣讲会，有许多排红色椅子，有靠背，面向前方，中间有一个过道，最前面有一个长桌子和7张椅子。,0
标准圆圈状排列，规模小，布置简单，去中心化结构，面对面互动性强。,3
这个会议室适合进行小组讨论。,1
我想开展班会。,2
我想开展晚会，学术会议，年会。,2
我想开展展会、晚会，大会堂，类似剧院和电影院，没有桌子，多排椅子。,0
此虚拟会议室目的是开展小组讨论、展会。,3
椅子整齐排列在会议室。,0
桌子和椅子固定在一起，每3个一组，排列整齐在室内，有黑板、讲台、空调，此虚拟会议室目的是开展教室、考试。,2
我想开展小型学术会议，五排桌椅，两侧有过道；每个带桌布的长桌配四张椅子。,2
这个会议室用途是公司会议，有一张长的、大的桌子，短的一端对应放映机，短的另一端放置一个椅子，领导位置，然后长的两端整齐放置椅子。,4
五张桌子分布摆放，其中一张桌子位于会议室正前方，四张桌子两两分散在左右两侧，每张桌子配置五张椅子，每张桌子旁的椅子摆放结构与桌子和会议室的相对关系相同，正前方桌子面向窗户，两侧窗帘为暗灰色，天花板为LED顶灯。,1
中间有一个大桌子，椅子分布在桌子的两端和一侧，落地窗，我想开展小组讨论。,4
这个会议室适合于上课，三大列桌椅，共12排，最前方有一个讲台。,2
我想开展小组讨论，中心人数少，宽松环绕。,3
我想开展展会、年会、办公会议，桌椅呈U字型面向投影排列。,5
这个会议室适合进行小组讨论，桌椅平均布局，无中心点，一张桌子配一张椅子，围在一起。,5
里圈有一圈三四个演讲者椅子，外圈是四圈参会人的椅子，有一圈投影，这个会议室适合于学术沙龙。,3
这个会议室适合于学术报告，可以容纳大量参会者，主讲台有麦克风，大量的座位呈扇形同心圆围绕着主演讲台分布，主讲台背后有可拉动的大块白板，座位被栏杆分为三个扇区。,0
两大列座位分布在道路两侧，每大列包含数行、数列座位，投影仪位置居中。,0
有舞台，更适合调动晚会氛围，提供表演环境；圆形桌椅摆放适合晚会布局需求，方便交谈，若干圆桌，每张桌子配椅子环绕摆放，舞台，显示屏，壁灯，落地窗帘，我想拿这个会议室进行年会，晚会。,1
这个会议室适合进行小组讨论，有几张桌子零散的分布，每张桌子带走多把椅子，讲台上有屏幕。,3
有黑板，有投影，桌椅多，一共有八列六排，两列为一组，中轴线对称摆放，中间一块黑板，左右各两扇窗户，正中间上方是一个投影，此虚拟会议室目的是开展上课，讲座。,2
阵列式方形桌，每桌围摆座椅，大型吊灯，有大投影屏幕，空间宽敞，宽敞，成组。,1
围绕主持人成圆圈型分布。,3
椭圆形桌子，周围排列着椅子，此虚拟会议室目的是开展小组讨论，学术会议。,4
一张长桌，两边有皮质旋转椅均匀摆放，吊灯，显示屏，挂画。,4
桌椅和地毯看起来挺贵的，长桌的两侧各有一排椅子对称分布，长桌首部有屏幕，长桌上有果盘，这个会议室适合于股东大会。,4
这个会议室用途是团建、小组讨论，长条桌子，旁边很多椅子，后面有门，旁边有窗户。,5
这个会议室适合于年会、晚会，十几张长方形桌子彼此分开，每个桌子围绕着一圈椅子，最前面有讲台和白板。,1
我想拿这个会议室进行讨论会、沙龙。,3
两侧有多排长桌，每个长桌后有两把椅子，我想拿这个会议室进行上课教学。,2
都面向前方，有好多排白色的椅子，没有桌子，面向前方，这个会议室适合于讲座、学术会议。,0
这个会议室适合于学术会议。,3
没有桌子，只有椅子围着，椅子围成一圈，我想拿这个会议室进行小组讨论。,3
这个会议室适合于学术沙龙。,3
按列和排规律分成三列排布，有两个过道，一侧有较大的窗户，有黑板、投影仪、顶灯，类似教室的成列和成排的规律布局。,2
这个会议室用途是小组讨论，座位少，空间集中。,5
桌椅分布在教师中间走廊的两侧，一张长桌对应两把椅子，一侧有三张长桌，会议室前方有一块黑板。,2
多张圆形○会议桌，每张桌子周围摆放着椅子。,1
这个会议室用途是学术会议，展会，没有桌子，有多排椅子按照一定的间隔平行放置，一排上有很多椅子，所有椅子面朝讲台，房间一侧是一个讲台。,0
一样大的会议桌，两侧排放椅子，很大的落地窗。,4
桌椅分布在教师中间走廊的两侧，一张长桌对应两把椅子，一侧有三张长桌，桌椅密集。,2
环绕的布局，环绕的长桌和椅子，投影和讲台，这个会议室适合进行学术会议。,5
我想开展公司会议、决策性会议、讨论。,4
布局紧凑，圆桌能让所有人面对面，一张圆桌周围有五张椅子，我想拿这个会议室进行小组讨论。,4
每四张矩形桌子拼成一个更大的矩形，桌子左侧有讲台和投影仪。,1
这个会议室适合于强制参与人数的讲座，整体体积大，容纳人数多，且舞台上看不到后方，方便摸鱼，桌椅按排组织，从前到后逐渐身高。,2
这个会议室适合于小组会议，每张桌子的座位间距离较近，里其他桌子的座位距离较远。,1
这个会议室适合进行小组讨论、低于5人的研讨课、论文答辩，四张椅子围绕桌子的三面，投影靠墙，面向参会人群。,4
此虚拟会议室目的是开展学术会议。,5
长方形桌子放在房间中央，椅子围绕桌子摆放，这个会议室适合进行学术会议。,4
两列多排桌椅，分布紧密，房间正前方有投影，环形灯光。,2
我想拿这个会议室进行适合学术会议。,4
只有椅子，没有桌子，环绕式摆放几张椅子，这个会议室适合于小组讨论。,3
我想开展小组讨论和视频会议，电视适合进行在线的视频会议，一张桌子，五把办公椅。,4
大致呈园圈状排列，摆放位置较随意，有白板，联通教室有书架。,3
每六个桌子成一组，围成一个六边形，房间内多组桌子错落排放，每组桌子的一条边上放置一张椅子。,1
方形会议桌，桌子周围排列着椅子。,5
阵列式方形桌，每桌围摆座椅，我想拿这个会议室进行年会，晚会。,1
多排阶梯上排列联排教室椅，主席台上有一排座位，主席台上可以坐领导。,0
此虚拟会议室目的是开展年会。,2
这个会议室适合进行年会、晚会。,1
好多排椅子，没有桌子，都面向前方，排列整齐，我想拿这个会议室进行年会、晚会、讲座。,0
这个会议室适合于展会，宣讲。,3
弧形桌，后排高于前排，皮质椅，这个会议室适合于大型课堂教学，讲座，学术报告。,2
这个会议室适合进行展会、小型讲座，都面向前方。,0
这个会议室适合进行晚会，年会。,0
桌椅数量大，桌子由房间头到房间尾从低到高逐层放置在台阶上，每层上的桌子排列成直线，椅子是桌子自带的，这个会议室适合于学术会议，年会。,2
我想拿这个会议室进行小组讨论，环绕型，中型会议室，桌子拼成环绕型，围绕演讲者。,5
这个会议室适合进行小组讨论，分组摆放，成组分散，座椅围坐。,1
这个会议室适合进行学术会议、展会、讲座，有八排椅子，都面向前方，没有过道，灯光很明亮。,0
此虚拟会议室目的是开展学术会议，小组讨论。,0
遍布整个会议室，两个大窗户。,3
只有椅子放射状布局，所有座位环绕中心布局。,3
我想拿这个会议室进行小组讨论，布局紧凑，圆桌能让所有人面对面。,4
座椅视线焦点集中、突出重点，桌椅呈U字型排列，面向投影仪，此虚拟会议室目的是开展年会、项目展示。,5
这个会议室用途是学术会议，没有桌子，有很多排椅子，分为左右两部分。,0
这个会议室用途是学术会议，小组讨论，桌子椅子围成半方形，有一张独立的桌椅，有装饰，有投影仪。,5
此虚拟会议室目的是开展电影院。,0
中型会议室，桌子拼成环绕型，围绕演讲者，每个座位上有纸笔，有投影仪，地毯，大窗户，我想拿这个会议室进行小组讨论。,5
这个会议室适合进行学术会议。,3
桌椅都是单独的放置，非常整齐规律的放在室内，像中学教室，有黑板，讲台，这个会议室适合进行教室、上课。,2
六张桌子组成三排，中间有一个过道，每排桌子有8个椅子，最前面有讲台和投影，我想开展班会。,2
讲台桌子位于会议室前方右侧，三面座椅从正面、左侧面、右侧面集中面向会议室中央，正对黑板，此虚拟会议室目的是开展学术会议、展览报告、宣讲会、讲座。,0
分组摆放，成组分散，座椅围坐，这个会议室适合进行小组讨论。,1
这个会议室适合进行学术会议，小组讨论，视线比较集中，有展示的地方，方便一个人重点介绍。,5
没有桌子，有五把椅子按照圆圈环绕。,3
这个会议室适合进行学术会议，长方形桌子放在房间中央，椅子围绕桌子摆放，桌子正上方有一盏灯。,4
此虚拟会议室目的是开展展会，年会，凹形桌，整体较宽较长，桌面下空间大，座椅围摆在外侧，有投影，几面落地镜。,5
围绕中心，摆放灵活，围绕房间中心拜访了多张椅子，没有桌子，我想拿这个会议室进行访谈，开放式讨论。,3
我想开展小组讨论，研讨课，活动筹备会议，可移动，环形，紧凑，随意。,3
我想开展小组讨论，研讨课，活动筹备会议，里外有几层座位，环环围绕成一个圈，没有桌子只有椅子，间距不一，较为随意，装饰色彩温暖，像学校教室，窗户较多，光线充足。,3
这个会议室适合进行年会、晚会，有许多个圆桌彼此分开，这样既能看到最前方的讲台，也能方便小部分人彼此深度交流，有好多个圆桌彼此分开，每个圆桌各有10个椅子，围绕着圆桌，最前面有一个大讲台。,1
围绕一张小桌子，几十张椅子围绕中心点向四周呈射线式分散。,3
